Date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromse;EE;ELE;LV;LT
01.01.2013;00-01;31,05;31,04;31,04;31,04;31,04;31,04;14,03;14,03;32,98;32,98;32,98;31,04;31,04;31,04;31,12;31,12;;24,42
01.01.2013;01-02;30,47;27,51;27,51;27,51;27,51;27,51;11,06;11,06;32,97;32,97;32,97;30,81;30,81;30,81;30,61;30,61;;23,62
01.01.2013;02-03;28,92;24,44;24,44;24,44;24,44;24,44;8,50;8,50;32,59;32,59;32,59;30,77;30,77;30,77;24,44;24,44;;23,93
01.01.2013;03-04;27,88;21,81;21,81;21,81;21,81;21,81;0,10;0,10;31,53;31,53;31,53;30,71;30,71;30,71;21,81;21,81;;23,85
01.01.2013;04-05;26,96;22,37;22,37;22,37;22,37;22,37;2,01;2,01;30,54;30,54;30,54;30,63;30,63;30,63;22,37;22,37;;23,26
01.01.2013;05-06;27,84;25,51;25,51;25,51;25,51;25,51;22,81;22,81;29,93;29,93;29,93;30,58;30,58;30,58;25,51;25,51;;23,54
01.01.2013;06-07;28,79;27,93;27,93;27,93;27,93;27,93;27,93;27,93;30,23;30,23;30,23;30,64;30,64;30,64;30,71;30,71;;22,47
01.01.2013;07-08;28,63;28,01;28,01;28,01;28,01;28,01;28,01;28,01;29,74;29,74;29,74;30,73;30,73;30,73;30,92;30,92;;28,55
01.01.2013;08-09;28,44;27,80;27,80;27,80;27,80;27,80;27,80;27,80;30,30;30,30;30,30;30,63;30,63;30,63;30,88;30,88;;28,34
01.01.2013;09-10;28,30;27,35;27,35;27,35;27,35;27,35;27,35;27,35;30,00;30,00;30,00;30,62;30,62;30,62;31,50;31,50;;28,00
01.01.2013;10-11;30,65;28,22;28,22;28,22;28,22;28,22;28,22;28,22;32,12;32,12;32,12;30,90;30,90;30,90;31,83;31,83;;28,07
01.01.2013;11-12;31,55;30,27;30,27;30,27;30,27;30,27;30,27;30,27;32,31;32,31;32,31;31,74;31,74;31,74;32,24;32,24;;28,06
01.01.2013;12-13;32,16;30,27;30,27;30,27;30,27;30,27;30,27;30,27;32,86;32,86;32,86;33,24;33,24;33,24;32,29;32,29;;28,12
01.01.2013;13-14;32,45;31,02;31,02;31,02;31,02;31,02;31,02;31,02;32,94;32,94;32,94;33,33;33,33;33,33;32,37;32,37;;28,12
01.01.2013;14-15;32,63;32,36;32,36;32,36;32,36;32,36;32,36;32,36;32,74;32,74;32,74;33,71;33,71;33,71;33,03;33,03;;28,22
01.01.2013;15-16;33,65;33,64;33,64;33,64;33,64;33,64;33,64;33,64;33,64;33,64;33,64;34,00;34,00;34,00;34,19;34,19;;28,28
01.01.2013;16-17;34,90;34,96;34,96;34,96;34,96;34,96;34,43;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;;28,31
01.01.2013;17-18;36,22;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;36,24;;28,30
01.01.2013;18-19;36,65;36,59;36,59;36,59;36,59;36,59;37,12;37,12;36,59;36,59;36,59;36,59;36,59;36,59;36,59;36,59;;28,42
01.01.2013;19-20;36,37;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;36,34;;28,04
01.01.2013;20-21;35,49;35,47;35,47;35,47;35,47;35,47;36,30;35,47;35,47;35,47;35,47;35,47;35,47;35,47;35,47;35,47;;27,99
01.01.2013;21-22;34,41;34,41;34,41;34,41;34,41;34,41;33,59;34,41;34,41;34,41;34,41;34,41;34,41;34,41;34,41;34,41;;23,03
01.01.2013;22-23;34,66;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;34,65;;23,80
01.01.2013;23-00;32,55;32,45;32,45;32,45;32,45;32,45;25,34;25,34;33,00;33,00;33,00;32,45;32,45;32,45;32,45;32,45;;23,68
02.01.2013;00-01;33,15;32,84;32,84;32,84;32,84;32,84;23,61;23,61;34,06;34,06;34,06;32,84;32,84;32,84;32,84;32,84;;30,01
02.01.2013;01-02;32,66;32,35;32,35;32,35;32,35;32,35;14,92;14,92;33,67;33,67;33,67;32,35;32,35;32,35;32,35;32,35;;26,02
02.01.2013;02-03;31,83;31,83;31,83;31,83;31,83;31,83;16,45;16,45;32,58;32,58;32,58;31,83;31,83;31,83;31,83;31,83;;30,00
02.01.2013;03-04;31,47;32,17;32,17;32,17;32,17;32,17;11,81;11,81;32,17;32,17;32,17;32,17;32,17;32,17;32,17;32,17;;26,10
02.01.2013;04-05;32,56;32,97;32,97;32,97;32,97;32,97;11,99;11,99;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;;30,03
02.01.2013;05-06;34,36;35,02;35,02;35,02;35,02;35,02;29,67;29,67;35,02;33,62;35,02;35,02;35,02;35,02;35,02;35,02;;44,05
02.01.2013;06-07;36,28;36,36;36,36;36,36;36,36;36,73;31,03;36,36;36,36;36,36;36,36;36,36;36,36;36,36;36,73;36,73;;23,26
02.01.2013;07-08;38,39;38,85;38,85;38,85;38,85;42,50;44,38;39,05;38,85;37,22;38,85;38,85;38,85;38,85;42,50;42,50;;29,72
02.01.2013;08-09;39,09;39,42;39,42;39,42;39,42;39,42;39,42;39,42;39,42;37,79;39,42;39,42;39,42;39,42;39,52;39,52;;29,73
02.01.2013;09-10;38,33;38,54;38,54;38,54;38,54;38,54;38,54;38,54;38,54;37,89;38,54;38,54;38,54;38,54;41,98;41,98;;29,29
02.01.2013;10-11;38,42;38,68;38,68;38,68;38,68;38,68;38,68;38,68;38,68;37,87;38,68;38,68;38,68;38,68;44,00;44,00;;29,29
02.01.2013;11-12;38,25;38,49;38,49;38,49;38,49;38,49;38,49;38,49;38,49;37,84;38,49;38,49;38,49;38,49;41,35;41,35;;29,26
02.01.2013;12-13;37,96;38,07;38,07;38,07;38,07;38,07;38,07;38,07;38,07;37,83;38,07;38,07;38,07;38,07;44,02;44,02;;29,40
02.01.2013;13-14;37,89;37,95;37,95;37,95;37,95;37,95;37,95;37,95;37,95;37,82;37,95;37,95;37,95;37,95;50,01;50,01;;40,57
02.01.2013;14-15;37,88;37,91;37,91;37,91;37,91;38,03;37,91;37,91;37,91;37,82;37,91;37,91;37,91;37,91;50,06;50,06;;41,01
02.01.2013;15-16;38,78;38,85;38,85;38,85;38,85;40,33;38,85;38,85;38,85;37,86;38,85;38,85;38,85;38,85;50,09;50,09;;44,00
02.01.2013;16-17;39,83;39,92;39,92;39,92;39,92;39,92;39,92;39,92;39,92;37,93;39,92;39,92;39,92;39,92;44,09;44,09;;44,01
02.01.2013;17-18;39,91;40,52;40,52;40,52;40,52;40,52;40,52;40,52;40,52;37,91;40,52;40,52;40,52;40,52;44,06;44,06;;41,89
02.01.2013;18-19;39,32;39,62;39,62;39,62;39,62;39,62;39,62;39,62;39,62;37,86;39,62;39,62;39,62;39,62;44,02;44,02;;40,28
02.01.2013;19-20;38,49;38,75;38,75;38,75;38,75;38,75;38,75;38,75;38,75;37,80;38,75;38,75;38,75;38,75;42,01;42,01;;39,43
02.01.2013;20-21;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;37,46;40,43;40,43;;39,38
02.01.2013;21-22;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;36,94;;33,97
02.01.2013;22-23;36,37;36,37;36,37;36,37;36,37;36,37;36,77;36,37;36,37;36,37;36,37;36,37;36,37;36,37;36,37;36,37;;37,00
02.01.2013;23-00;34,59;34,61;34,61;34,61;34,61;34,61;34,21;34,61;34,61;34,61;34,61;34,61;34,61;34,61;34,61;34,61;;31,32
03.01.2013;00-01;33,11;32,90;32,90;32,90;32,90;32,90;25,07;25,07;34,10;34,10;34,10;32,90;32,90;32,90;32,90;32,90;;37,05
03.01.2013;01-02;32,22;31,04;31,04;31,04;31,04;31,04;20,07;20,07;33,83;33,83;33,83;31,33;31,33;31,33;31,04;31,04;;37,05
03.01.2013;02-03;31,46;30,87;30,87;30,87;30,87;30,87;14,54;14,54;33,22;33,22;33,22;30,87;30,87;30,87;30,87;30,87;;37,05
03.01.2013;03-04;31,67;30,91;30,91;30,91;30,91;30,91;13,99;13,99;33,39;33,39;33,39;30,91;30,91;30,91;30,91;30,91;;37,04
03.01.2013;04-05;32,05;32,58;32,58;32,58;32,58;32,58;13,92;13,92;32,73;32,73;32,73;32,58;32,58;32,58;32,58;32,58;;53,44
03.01.2013;05-06;33,67;34,27;34,27;34,27;34,27;34,27;17,99;17,99;34,27;34,27;34,27;34,27;34,27;34,27;34,61;34,61;;49,48
03.01.2013;06-07;34,93;35,24;35,24;35,24;35,24;35,61;28,12;35,24;35,24;34,38;35,24;35,24;35,24;35,24;44,09;44,09;;48,58
03.01.2013;07-08;35,82;35,83;35,83;35,83;35,83;36,04;35,83;35,83;35,83;35,83;35,83;35,83;35,83;35,83;46,06;46,06;;48,64
03.01.2013;08-09;36,38;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;36,39;46,09;46,09;;48,33
03.01.2013;09-10;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;36,52;46,08;46,08;;48,40
03.01.2013;10-11;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;46,07;46,07;;48,39
03.01.2013;11-12;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;36,60;46,06;46,06;;48,27
03.01.2013;12-13;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;36,51;46,07;46,07;;48,36
03.01.2013;13-14;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;36,40;46,07;46,07;;48,31
03.01.2013;14-15;36,42;36,41;36,41;36,41;36,41;36,67;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;46,08;46,08;;48,60
03.01.2013;15-16;36,58;36,67;36,67;36,67;36,67;36,77;36,49;36,67;36,67;36,49;36,67;36,67;36,67;36,67;46,09;46,09;;49,24
03.01.2013;16-17;36,94;37,22;37,22;37,22;37,22;37,22;36,62;37,22;37,22;36,62;37,22;37,22;37,22;37,22;46,08;46,08;;49,40
03.01.2013;17-18;36,94;37,11;37,11;37,11;37,11;37,11;36,74;37,11;37,11;36,74;37,11;37,11;37,11;37,11;46,06;46,06;;49,23
03.01.2013;18-19;36,81;36,87;36,87;36,87;36,87;36,87;36,75;36,87;36,87;36,75;36,87;36,87;36,87;36,87;46,04;46,04;;48,27
03.01.2013;19-20;36,43;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;36,41;46,02;46,02;;47,86
03.01.2013;20-21;35,91;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;35,89;44,10;44,10;;48,68
03.01.2013;21-22;35,45;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;;42,64
03.01.2013;22-23;34,77;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;;38,97
03.01.2013;23-00;32,09;30,18;30,18;30,18;30,18;30,18;28,11;28,11;33,73;33,73;33,73;30,18;30,18;30,18;31,43;31,43;;37,05
04.01.2013;00-01;31,71;30,19;30,19;30,19;30,19;30,19;13,54;13,54;33,85;33,85;33,85;30,19;30,19;30,19;30,19;30,19;;37,00
04.01.2013;01-02;30,86;27,97;27,97;27,97;27,97;27,97;11,91;11,91;33,45;33,45;33,45;28,68;28,68;28,68;28,03;28,03;;32,88
04.01.2013;02-03;30,21;26,73;26,73;26,73;26,73;26,73;9,50;9,50;33,08;33,08;33,08;28,61;28,61;28,61;26,73;26,73;;32,91
04.01.2013;03-04;30,36;27,24;27,24;27,24;27,24;27,24;11,04;11,04;33,04;33,04;33,04;28,62;28,62;28,62;28,01;28,01;;34,83
04.01.2013;04-05;30,89;28,89;28,89;28,89;28,89;28,89;10,75;10,75;33,09;33,09;33,09;28,89;28,89;28,89;32,24;32,24;;33,75
04.01.2013;05-06;32,21;32,52;32,52;32,52;32,52;32,52;17,94;17,94;33,14;33,14;33,14;32,52;32,52;32,52;33,64;33,64;;39,26
04.01.2013;06-07;34,33;34,53;34,53;34,53;34,53;36,21;34,07;34,53;34,53;34,53;34,53;34,53;34,53;34,53;41,19;41,19;;43,63
04.01.2013;07-08;35,98;36,04;36,04;36,04;36,04;39,05;36,93;36,47;36,04;36,04;36,04;36,04;36,04;36,04;48,01;48,01;;44,02
04.01.2013;08-09;36,72;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;36,95;48,03;48,03;;44,02
04.01.2013;09-10;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;36,68;48,04;48,04;;44,02
04.01.2013;10-11;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;36,80;48,04;48,04;;44,02
04.01.2013;11-12;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;36,64;48,04;48,04;;44,02
04.01.2013;12-13;36,44;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;36,46;48,04;48,04;;44,02
04.01.2013;13-14;36,31;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;36,32;48,04;48,04;;44,02
04.01.2013;14-15;35,83;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;35,84;48,04;48,04;;44,02
04.01.2013;15-16;36,12;36,08;36,08;36,08;36,08;36,84;36,08;36,08;36,08;36,08;36,08;36,08;36,08;36,08;48,04;48,04;;44,02
04.01.2013;16-17;36,80;36,79;36,79;36,79;36,79;36,94;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;48,03;48,03;;44,04
04.01.2013;17-18;37,29;37,43;37,43;37,43;37,43;37,43;37,43;37,43;37,43;37,10;37,43;37,43;37,43;37,43;48,01;48,01;;44,03
04.01.2013;18-19;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;37,15;45,95;45,95;;44,03
04.01.2013;19-20;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;36,47;44,08;44,08;;44,01
04.01.2013;20-21;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;36,03;44,01;44,01;;44,01
04.01.2013;21-22;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;35,43;;37,06
04.01.2013;22-23;35,17;35,16;35,16;35,16;35,16;35,16;36,03;35,16;35,16;35,16;35,16;35,16;35,16;35,16;35,16;35,16;;37,03
04.01.2013;23-00;32,95;32,88;32,88;32,88;32,88;32,88;32,01;32,88;33,11;33,11;33,11;32,88;32,88;32,88;32,88;32,88;;37,00
05.01.2013;00-01;33,69;33,91;33,91;33,91;33,91;33,91;30,86;33,91;33,91;33,91;33,91;33,91;33,91;33,91;33,91;33,91;;31,01
05.01.2013;01-02;32,71;32,88;32,88;32,88;32,88;32,88;32,37;32,37;32,88;32,88;32,88;32,88;32,88;32,88;32,88;32,88;;31,01
05.01.2013;02-03;32,09;32,23;32,23;32,23;32,23;32,23;24,80;24,80;32,47;32,47;32,47;32,23;32,23;32,23;32,23;32,23;;31,01
05.01.2013;03-04;32,17;32,32;32,32;32,32;32,32;32,32;30,95;30,95;32,41;32,41;32,41;32,32;32,32;32,32;32,32;32,32;;31,02
05.01.2013;04-05;32,73;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;32,77;;32,70
05.01.2013;05-06;33,77;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;33,75;;36,06
05.01.2013;06-07;34,03;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;34,02;;37,16
05.01.2013;07-08;33,98;34,01;34,01;34,01;34,01;34,01;33,93;34,01;34,01;34,01;34,01;34,01;34,01;34,01;34,01;34,01;;39,93
05.01.2013;08-09;34,45;34,47;34,47;34,47;34,47;34,47;32,59;34,47;34,47;34,47;34,47;34,47;34,47;34,47;34,47;34,47;;40,04
05.01.2013;09-10;36,12;36,04;36,04;36,04;36,04;36,04;38,00;36,12;36,04;36,04;36,04;36,04;36,04;36,04;39,65;39,65;;44,00
05.01.2013;10-11;36,69;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;36,71;40,09;40,09;;44,00
05.01.2013;11-12;36,74;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;36,75;40,65;40,65;;44,00
05.01.2013;12-13;36,52;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;36,53;41,79;41,79;;44,01
05.01.2013;13-14;36,12;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;36,13;40,31;40,31;;44,01
05.01.2013;14-15;36,14;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;36,15;40,07;40,07;;44,01
05.01.2013;15-16;36,78;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;36,79;44,05;44,05;;44,01
05.01.2013;16-17;37,71;38,12;38,12;38,12;38,12;38,12;38,12;38,12;38,12;36,90;36,90;38,12;38,12;38,12;44,07;44,07;;44,02
05.01.2013;17-18;38,37;38,69;38,69;38,69;46,59;38,69;46,59;46,59;38,69;36,93;36,93;38,69;38,69;38,69;44,05;44,05;;44,02
05.01.2013;18-19;37,99;38,41;38,41;38,41;40,60;38,41;40,60;40,60;38,41;36,92;36,92;38,41;38,41;38,41;44,02;44,02;;44,00
05.01.2013;19-20;36,94;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,93;36,93;36,96;36,96;36,96;40,08;40,08;;41,85
05.01.2013;20-21;36,24;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;36,25;;41,43
05.01.2013;21-22;35,89;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;35,88;;39,88
05.01.2013;22-23;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70;;34,79
05.01.2013;23-00;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;;31,01
06.01.2013;00-01;34,87;34,88;34,88;34,88;34,88;34,88;32,78;34,88;34,88;34,88;34,88;34,88;34,88;34,88;34,88;34,88;;29,86
06.01.2013;01-02;33,05;33,07;33,07;33,07;33,07;33,07;32,02;33,07;33,07;33,07;33,07;33,07;33,07;33,07;33,07;33,07;;31,00
06.01.2013;02-03;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;32,25;;31,00
06.01.2013;03-04;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;32,41;;31,00
06.01.2013;04-05;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;32,45;;29,41
06.01.2013;05-06;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;32,80;;29,61
06.01.2013;06-07;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;33,27;;34,04
06.01.2013;07-08;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;32,97;;34,08
06.01.2013;08-09;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;33,65;34,04;34,04;;34,50
06.01.2013;09-10;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;34,25;35,73;35,73;;38,90
06.01.2013;10-11;35,01;35,01;35,01;35,01;35,01;35,01;34,96;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;;39,00
06.01.2013;11-12;35,94;35,93;35,93;35,93;35,93;35,93;35,98;35,93;35,93;35,93;35,93;35,93;35,93;35,93;36,66;36,66;;38,58
06.01.2013;12-13;35,79;35,79;35,79;35,79;35,79;35,79;35,95;35,79;35,79;35,79;35,79;35,79;35,79;35,79;37,59;37,59;;39,18
06.01.2013;13-14;35,02;35,03;35,03;35,03;35,03;35,03;34,86;35,03;35,03;35,03;35,03;35,03;35,03;35,03;37,65;37,65;;39,37
06.01.2013;14-15;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;34,85;39,96;39,96;;44,00
06.01.2013;15-16;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;35,18;44,07;44,07;;39,82
06.01.2013;16-17;35,90;35,95;35,95;35,95;35,95;35,95;32,10;35,95;35,95;35,95;35,95;35,95;35,95;35,95;44,09;44,09;;44,02
06.01.2013;17-18;37,09;37,36;37,36;37,36;37,36;37,36;37,36;37,36;37,36;36,75;36,75;37,36;37,36;37,36;44,09;44,09;;44,02
06.01.2013;18-19;37,65;37,75;37,75;37,75;40,05;37,75;40,05;40,05;37,75;36,95;36,95;37,75;37,75;37,75;44,08;44,08;;39,52
06.01.2013;19-20;37,39;37,42;37,42;37,42;37,42;37,42;38,25;38,25;37,42;37,00;37,00;37,42;37,42;37,42;44,07;44,07;;39,08
06.01.2013;20-21;36,99;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;36,96;44,06;44,06;;37,96
06.01.2013;21-22;36,10;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;36,06;;44,03
06.01.2013;22-23;36,00;35,97;35,97;35,97;35,97;35,97;36,32;35,97;35,97;35,97;35,97;35,97;35,97;35,97;35,97;35,97;;29,76
06.01.2013;23-00;34,93;34,91;34,91;34,91;34,91;34,91;34,56;34,91;34,91;34,91;34,91;34,91;34,91;34,91;34,91;34,91;;29,14
07.01.2013;00-01;34,97;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;34,96;;33,01
07.01.2013;01-02;33,71;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;33,70;;33,01
07.01.2013;02-03;33,13;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;33,12;;33,01
07.01.2013;03-04;33,23;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;33,26;;33,01
07.01.2013;04-05;34,10;34,18;34,18;34,18;34,18;34,18;30,17;34,18;34,18;34,18;34,18;34,18;34,18;34,18;34,18;34,18;;33,00
07.01.2013;05-06;35,68;35,87;35,87;35,87;35,87;35,88;29,90;35,87;35,87;35,87;35,87;35,87;35,87;35,87;35,88;35,88;;42,73
07.01.2013;06-07;38,51;38,75;38,75;38,75;38,75;40,60;46,55;40,58;38,73;37,85;37,96;38,75;38,75;38,75;40,60;40,60;;48,89
07.01.2013;07-08;40,66;40,74;40,74;40,74;45,26;48,04;61,99;61,99;40,74;37,66;38,38;40,74;40,74;40,74;48,04;48,04;;49,43
07.01.2013;08-09;42,48;42,45;42,45;42,45;46,34;44,03;63,74;63,74;42,45;37,79;38,64;42,45;42,45;42,45;44,03;44,03;;49,44
07.01.2013;09-10;42,08;42,35;42,35;42,35;46,42;42,64;64,94;64,94;42,35;37,77;38,72;42,35;42,35;42,35;44,02;44,02;;49,44
07.01.2013;10-11;41,97;42,08;42,08;42,08;44,75;43,41;64,19;64,19;41,16;37,73;38,70;42,08;42,08;42,08;44,02;44,02;;49,43
07.01.2013;11-12;41,37;41,85;41,85;41,85;48,51;41,85;64,00;64,00;40,10;37,68;38,84;41,85;41,85;41,85;43,51;43,51;;49,41
07.01.2013;12-13;40,30;40,40;40,40;40,40;48,70;40,40;63,52;63,52;40,38;37,64;38,82;40,40;40,40;40,40;44,02;44,02;;49,48
07.01.2013;13-14;39,96;40,14;40,14;40,14;48,96;40,14;62,65;62,65;39,98;37,62;38,80;40,14;40,14;40,14;44,02;44,02;;49,48
07.01.2013;14-15;40,17;40,87;40,87;40,87;47,83;40,87;62,63;62,63;39,95;37,62;38,85;40,87;40,87;40,87;44,02;44,02;;49,45
07.01.2013;15-16;41,60;42,01;42,01;42,01;47,56;44,02;60,96;60,96;40,21;37,52;38,89;42,01;42,01;42,01;44,02;44,02;;49,85
07.01.2013;16-17;42,37;42,89;42,89;42,89;56,22;42,91;60,84;60,84;41,87;37,59;38,96;42,89;42,89;42,89;44,01;44,01;;49,85
07.01.2013;17-18;41,93;42,05;42,05;42,05;64,04;42,30;71,47;71,47;41,62;37,59;38,92;42,05;42,05;42,05;42,71;42,71;;49,78
07.01.2013;18-19;39,97;40,88;40,88;40,88;49,04;41,28;49,04;49,04;39,93;37,58;38,86;40,88;40,88;40,88;41,28;41,28;;49,45
07.01.2013;19-20;38,90;39,14;39,14;39,14;39,14;39,14;39,14;39,14;38,96;37,64;38,84;39,14;39,14;39,14;39,14;39,14;;48,99
07.01.2013;20-21;37,92;38,05;38,05;38,05;38,05;38,05;38,05;38,05;38,05;37,72;38,05;38,05;38,05;38,05;38,05;38,05;;48,73
07.01.2013;21-22;37,47;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;37,45;;33,04
07.01.2013;22-23;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;36,49;;33,05
07.01.2013;23-00;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;35,55;34,49;34,49;;33,02
08.01.2013;00-01;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;35,44;32,88;32,88;;31,02
08.01.2013;01-02;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;35,01;32,52;32,52;;31,02
08.01.2013;02-03;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;34,83;32,29;32,29;;31,02
08.01.2013;03-04;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;34,84;32,20;32,20;;31,02
08.01.2013;04-05;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;35,21;34,27;34,27;;49,46
