Date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromse;EE;ELE;LV;LT
27.02.2013;04-05;39,14;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;;39,97
27.02.2013;05-06;40,43;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;40,37;;43,98
27.02.2013;06-07;41,64;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;41,59;44,51;44,51;;45,98
27.02.2013;07-08;44,12;43,48;43,48;43,48;43,48;43,48;46,84;55,40;43,48;43,48;43,48;43,48;43,48;42,71;46,88;46,88;;49,99
27.02.2013;08-09;46,12;44,81;44,81;44,81;44,81;44,81;46,90;60,09;44,81;44,81;44,81;44,81;44,81;44,81;48,43;48,43;;49,99
27.02.2013;09-10;45,37;44,05;44,05;44,05;46,67;44,05;46,89;55,48;44,05;44,05;44,05;44,05;44,05;44,05;47,77;47,77;;49,99
27.02.2013;10-11;43,99;42,61;42,61;42,61;44,79;42,61;46,87;55,50;42,61;42,61;42,61;42,61;42,61;42,61;44,58;44,58;;49,98
27.02.2013;11-12;42,40;41,83;41,83;41,83;44,79;41,83;46,86;55,39;41,83;41,83;41,83;41,83;41,83;41,83;41,83;41,83;;49,98
27.02.2013;12-13;41,74;41,55;41,55;41,55;44,74;41,55;44,61;55,43;41,55;41,55;41,55;41,55;41,55;41,55;44,50;44,50;;49,98
27.02.2013;13-14;41,50;41,33;41,33;41,33;44,71;41,33;44,61;55,02;41,33;41,33;41,33;41,33;41,33;41,33;41,33;41,33;;49,98
27.02.2013;14-15;41,23;41,17;41,17;41,17;44,08;41,17;44,52;44,08;41,17;41,17;41,17;41,17;41,17;41,17;41,17;41,17;;49,98
27.02.2013;15-16;41,02;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;41,01;;49,98
27.02.2013;16-17;41,14;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;;49,98
27.02.2013;17-18;41,94;41,72;41,72;41,72;41,73;41,72;46,86;62,02;41,72;41,72;41,72;41,72;41,72;41,72;44,54;44,54;;49,98
27.02.2013;18-19;42,94;41,91;41,91;41,91;45,40;41,91;46,87;91,07;41,91;41,91;41,91;41,91;41,91;41,91;41,91;41,91;;49,98
27.02.2013;19-20;41,84;41,61;41,61;41,61;45,42;41,61;44,57;55,47;41,61;41,61;41,61;41,61;41,61;41,61;41,61;41,61;;49,97
27.02.2013;20-21;41,04;41,03;41,03;41,03;41,22;41,03;41,03;41,22;41,03;41,03;41,03;41,03;41,03;41,03;41,03;41,03;;45,98
27.02.2013;21-22;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;;43,98
27.02.2013;22-23;39,63;39,51;39,51;39,51;39,51;39,51;39,71;39,51;39,71;39,71;39,71;39,51;39,51;39,51;39,51;39,51;;41,97
27.02.2013;23-00;38,60;38,04;38,04;38,04;38,04;38,04;38,04;38,04;39,24;39,24;39,24;38,04;38,04;38,04;38,04;38,04;;41,95
28.02.2013;00-01;38,24;37,52;37,52;37,52;37,52;37,52;37,52;37,52;39,20;39,20;39,20;37,52;37,52;37,52;34,10;34,10;;37,95
28.02.2013;01-02;37,87;37,01;37,01;37,01;37,01;37,01;37,01;37,01;39,17;39,17;39,17;37,01;37,01;37,01;33,35;33,35;;37,94
28.02.2013;02-03;37,27;36,45;36,45;36,45;36,45;36,45;36,45;36,45;39,15;39,15;39,15;36,45;36,45;36,45;32,31;32,31;;37,93
28.02.2013;03-04;37,97;37,37;37,37;37,37;37,37;37,37;37,37;37,37;39,10;39,10;39,10;37,37;37,37;37,37;33,24;33,24;;37,93
28.02.2013;04-05;38,41;38,41;38,41;38,41;38,41;38,41;34,99;38,41;38,55;38,55;38,55;38,41;38,41;38,41;38,41;38,41;;37,93
28.02.2013;05-06;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;39,87;;41,97
28.02.2013;06-07;41,10;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;41,12;;43,96
28.02.2013;07-08;42,13;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;42,16;;45,97
28.02.2013;08-09;43,73;42,99;42,99;42,99;46,12;42,99;42,99;55,84;42,99;42,99;42,99;42,99;42,99;42,99;44,52;44,52;;45,97
28.02.2013;09-10;42,50;42,41;42,41;42,41;42,45;42,41;42,41;55,85;42,41;42,41;42,41;42,41;42,41;42,41;44,51;44,51;;45,96
28.02.2013;10-11;42,23;42,10;42,10;42,10;42,63;42,10;42,10;55,83;42,10;42,10;42,10;42,10;42,10;42,10;42,10;42,10;;45,95
28.02.2013;11-12;41,54;41,50;41,50;41,50;41,50;41,50;41,50;55,82;41,50;41,50;41,50;41,50;41,50;41,50;41,50;41,50;;45,94
28.02.2013;12-13;40,92;40,92;40,92;40,92;40,92;40,92;40,92;52,29;40,92;40,92;40,92;40,92;40,92;40,92;40,92;40,92;;45,94
28.02.2013;13-14;40,39;40,41;40,41;40,41;40,41;40,41;40,41;52,25;40,41;40,41;40,41;40,41;40,41;40,41;40,41;40,41;;45,93
28.02.2013;14-15;40,11;40,20;40,20;40,20;40,20;40,20;34,97;49,65;40,20;40,20;40,20;40,20;40,20;40,20;40,20;40,20;;45,93
28.02.2013;15-16;39,77;39,89;39,89;39,89;39,89;39,89;33,29;39,89;39,89;39,89;39,89;39,89;39,89;39,89;39,89;39,89;;45,92
28.02.2013;16-17;39,81;39,95;39,95;39,95;39,95;39,95;32,07;39,95;39,95;39,95;39,95;39,95;39,95;39,95;39,95;39,95;;45,92
28.02.2013;17-18;40,86;40,96;40,96;40,96;40,96;40,96;35,69;52,29;40,96;40,96;40,96;40,96;40,96;40,96;40,96;40,96;;45,91
28.02.2013;18-19;41,13;41,14;41,14;41,14;41,14;41,14;35,00;55,80;41,14;41,14;41,14;41,14;41,14;41,14;41,14;41,14;;45,92
28.02.2013;19-20;40,75;40,89;40,89;40,89;40,89;40,89;33,05;52,22;40,89;40,89;40,89;40,89;40,89;40,89;40,89;40,89;;45,91
28.02.2013;20-21;40,09;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;40,01;;42,10
28.02.2013;21-22;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;39,47;;37,91
28.02.2013;22-23;38,54;37,92;37,92;37,92;37,92;37,92;37,92;37,92;39,51;39,51;39,51;37,92;37,92;37,92;37,92;37,92;;15,00
28.02.2013;23-00;37,00;36,25;36,25;36,25;36,25;36,25;36,25;36,25;39,17;39,17;39,17;36,25;36,25;36,25;36,25;36,25;;30,00
01.03.2013;00-01;37,58;36,91;36,91;36,91;36,91;36,91;36,91;36,91;39,22;39,22;39,22;36,91;36,91;36,91;30,94;30,94;;30,08
01.03.2013;01-02;36,94;34,81;34,81;34,81;34,81;34,81;34,81;34,81;39,07;39,07;39,07;36,27;36,27;36,27;30,52;30,52;;30,07
01.03.2013;02-03;36,47;33,40;33,40;33,40;33,40;33,40;33,06;33,06;39,01;39,01;39,01;36,03;36,03;36,03;30,10;30,10;;30,06
01.03.2013;03-04;36,78;34,56;34,56;34,56;34,56;34,56;33,25;33,25;39,03;39,03;39,03;35,99;35,99;35,99;30,24;30,24;;30,05
01.03.2013;04-05;37,55;36,95;36,95;36,95;36,95;36,95;36,95;36,95;38,84;38,84;38,84;36,95;36,95;36,95;32,15;32,15;;37,91
01.03.2013;05-06;38,79;38,75;38,75;38,75;38,75;38,75;37,98;38,33;38,75;38,75;38,75;38,75;38,75;38,75;37,87;37,87;;41,93
01.03.2013;06-07;40,98;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;40,99;44,03;;43,93
01.03.2013;07-08;41,82;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;44,58;;45,95
01.03.2013;08-09;43,16;42,62;42,62;42,62;42,62;42,62;49,62;49,62;42,62;42,62;42,62;42,62;42,62;42,62;42,62;44,60;;45,96
01.03.2013;09-10;42,94;42,50;42,50;42,50;42,50;42,50;49,82;52,13;42,50;42,50;42,50;42,50;42,50;42,50;42,50;44,60;;45,95
01.03.2013;10-11;42,56;42,10;42,10;42,10;42,10;42,10;49,86;52,14;42,10;42,10;42,10;42,10;42,10;42,10;42,10;44,59;;45,94
01.03.2013;11-12;42,16;41,70;41,70;41,70;41,70;41,70;53,74;53,74;41,70;41,70;41,70;41,70;41,70;41,70;41,70;44,57;;45,93
01.03.2013;12-13;41,64;41,37;41,37;41,37;41,37;41,37;49,77;49,77;41,37;41,37;41,37;41,37;41,37;41,37;41,37;44,58;;45,93
01.03.2013;13-14;41,18;40,99;40,99;40,99;40,99;40,99;47,18;47,18;40,99;40,99;40,99;40,99;40,99;40,99;40,99;44,56;;45,93
01.03.2013;14-15;40,38;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;44,55;;45,93
01.03.2013;15-16;40,25;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;40,26;44,53;;45,93
01.03.2013;16-17;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;40,65;44,53;;45,94
01.03.2013;17-18;42,10;41,89;41,89;41,89;41,89;41,89;47,19;47,19;41,89;41,89;41,89;41,89;41,89;41,89;41,89;44,59;;45,94
01.03.2013;18-19;42,62;42,15;42,15;42,15;42,15;42,15;49,85;55,81;42,15;42,15;42,15;42,15;42,15;42,15;42,15;44,58;;45,97
01.03.2013;19-20;42,03;41,81;41,81;41,81;41,81;41,81;47,15;52,09;41,81;41,81;41,81;41,81;41,81;41,81;41,81;41,81;;45,96
01.03.2013;20-21;41,51;41,34;41,34;41,34;41,34;41,34;47,11;47,11;41,34;41,34;41,34;41,34;41,34;41,34;41,34;41,34;;43,97
01.03.2013;21-22;40,87;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;40,86;38,75;38,75;;37,96
01.03.2013;22-23;40,14;39,87;39,87;39,87;39,87;39,87;40,52;40,52;40,33;40,33;40,33;39,87;39,87;39,87;31,41;31,41;;37,94
01.03.2013;23-00;39,34;38,93;38,93;38,93;38,93;38,93;39,45;39,45;39,64;39,64;39,64;38,93;38,93;38,93;31,13;31,13;;30,08
02.03.2013;00-01;40,88;40,86;40,86;40,86;40,86;40,86;42,00;42,00;40,86;40,86;40,86;40,86;40,86;40,86;40,15;40,15;;26,06
02.03.2013;01-02;39,60;38,94;38,94;38,94;38,94;38,94;38,94;38,94;40,08;40,08;40,08;38,94;38,94;38,94;38,94;38,94;;37,92
02.03.2013;02-03;38,67;38,37;38,37;38,37;38,37;38,37;38,37;38,37;39,59;39,59;39,59;38,37;38,37;38,37;38,37;38,37;;37,95
02.03.2013;03-04;38,63;38,30;38,30;38,30;38,30;38,30;38,30;38,30;39,56;39,56;39,56;38,30;38,30;38,30;38,30;38,30;;37,92
02.03.2013;04-05;39,01;38,62;38,62;38,62;38,62;38,62;38,62;38,62;39,47;39,47;39,47;38,62;38,62;38,62;38,62;38,62;;37,92
02.03.2013;05-06;38,70;38,47;38,47;38,47;38,47;38,47;38,47;38,47;39,07;39,07;39,07;38,47;38,47;38,47;38,47;38,47;;41,94
02.03.2013;06-07;38,46;38,12;38,12;38,12;38,12;38,12;37,42;38,12;39,35;39,35;39,35;38,12;38,12;38,12;38,12;38,12;;43,95
02.03.2013;07-08;39,48;38,91;38,91;38,91;38,91;43,96;39,61;38,91;39,45;39,45;39,45;38,91;38,91;38,91;43,96;43,96;;45,96
02.03.2013;08-09;40,09;39,58;39,58;39,58;39,58;45,32;39,58;39,58;39,58;39,58;39,58;39,58;39,58;39,58;45,32;45,32;;45,98
02.03.2013;09-10;40,46;40,04;40,04;40,04;40,04;51,55;40,04;40,04;40,04;40,04;40,04;40,04;40,04;40,04;51,55;51,55;;45,99
02.03.2013;10-11;40,67;40,34;40,34;40,34;40,34;49,94;40,34;40,34;40,34;40,34;40,34;40,34;40,34;40,34;49,94;49,94;;45,98
02.03.2013;11-12;39,98;38,81;38,81;38,81;38,81;45,02;38,81;38,81;40,15;40,15;40,15;38,81;38,81;38,81;45,02;45,02;;45,98
02.03.2013;12-13;39,30;38,40;38,40;38,40;38,40;44,50;38,40;38,40;40,02;40,02;40,02;38,40;38,40;38,40;44,50;44,50;;45,97
02.03.2013;13-14;38,32;37,05;37,05;37,05;37,05;44,84;37,05;37,05;39,60;39,60;39,60;37,05;37,05;37,05;44,84;44,84;;45,95
02.03.2013;14-15;37,82;35,06;35,06;35,06;35,06;45,00;34,96;35,06;39,83;39,83;39,83;36,16;36,16;35,06;45,00;45,00;;45,92
02.03.2013;15-16;37,96;35,26;35,26;35,26;35,26;49,94;32,08;35,26;40,00;40,00;40,00;35,47;35,47;35,26;49,94;49,94;;25,30
02.03.2013;16-17;38,29;37,07;37,07;37,07;37,07;42,71;34,92;37,07;40,05;40,05;40,05;37,07;37,07;37,07;42,71;42,71;;19,20
02.03.2013;17-18;39,92;38,72;38,72;38,72;38,72;51,55;38,72;38,72;40,08;40,08;40,08;38,72;38,72;38,72;51,55;51,55;;32,02
02.03.2013;18-19;40,65;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;40,61;;36,08
02.03.2013;19-20;39,92;39,12;39,12;39,12;39,12;39,12;39,12;39,12;40,36;40,36;40,36;39,12;39,12;39,12;39,12;39,12;;32,05
02.03.2013;20-21;38,46;37,58;37,58;37,58;37,58;37,58;37,58;37,58;40,25;40,25;40,25;37,58;37,58;37,58;37,58;37,58;;14,09
02.03.2013;21-22;38,00;35,23;35,23;35,23;35,23;38,09;34,38;34,38;40,21;40,21;40,21;36,54;36,54;36,54;38,09;38,09;;12,09
02.03.2013;22-23;37,80;35,76;35,76;35,76;35,76;36,80;34,91;34,91;40,21;40,21;40,21;35,76;35,76;35,76;36,80;36,80;;7,09
02.03.2013;23-00;37,31;33,15;33,15;33,15;33,15;33,15;30,98;30,98;40,06;40,06;40,06;33,44;33,44;33,44;33,15;33,15;;3,09
03.03.2013;00-01;37,24;35,39;35,39;35,39;35,39;35,39;29,07;29,07;40,08;40,08;40,08;35,60;35,60;35,60;32,21;32,21;;26,09
03.03.2013;01-02;36,76;34,74;34,74;34,74;34,74;34,74;21,61;21,61;39,97;39,97;39,97;34,74;34,74;34,74;32,28;32,28;;26,03
03.03.2013;02-03;36,71;34,17;34,17;34,17;34,17;34,17;20,51;20,51;39,95;39,95;39,95;34,17;34,17;34,17;32,28;32,28;;26,01
03.03.2013;03-04;36,67;34,18;34,18;34,18;34,18;34,18;20,82;20,82;39,87;39,87;39,87;34,18;34,18;34,18;32,32;32,32;;24,10
03.03.2013;04-05;36,87;34,92;34,92;34,92;34,92;34,92;26,00;26,00;39,87;39,87;39,87;34,92;34,92;34,92;34,92;34,92;;24,09
03.03.2013;05-06;37,40;36,55;36,55;36,55;36,55;36,55;29,72;29,72;39,92;39,92;39,92;36,55;36,55;36,55;36,55;36,55;;14,09
03.03.2013;06-07;37,23;36,30;36,30;36,30;36,30;36,30;29,73;29,73;39,91;39,91;39,91;36,30;36,30;36,30;36,30;36,30;;14,09
03.03.2013;07-08;37,32;36,33;36,33;36,33;36,33;36,33;31,59;31,59;40,04;40,04;40,04;36,33;36,33;36,33;36,33;36,33;;16,84
03.03.2013;08-09;37,50;36,42;36,42;36,42;36,42;36,42;32,10;32,10;39,82;39,82;39,82;37,07;37,07;37,07;36,42;36,42;;24,06
03.03.2013;09-10;38,10;36,98;36,98;36,98;36,98;36,98;36,98;36,98;39,97;39,97;39,97;37,42;37,42;37,42;36,98;36,98;;24,68
03.03.2013;10-11;38,71;38,07;38,07;38,07;38,07;38,07;38,07;38,07;40,04;40,04;40,04;38,07;38,07;38,07;38,07;38,07;;32,01
03.03.2013;11-12;39,72;39,61;39,61;39,61;39,61;39,61;39,61;39,61;40,04;40,04;40,04;39,61;39,61;39,61;39,61;39,61;;32,02
03.03.2013;12-13;39,24;38,68;38,68;38,68;38,68;38,68;38,68;38,68;39,89;39,89;39,89;38,68;38,68;38,68;38,68;38,68;;32,01
03.03.2013;13-14;38,27;37,38;37,38;37,38;37,38;37,38;37,38;37,38;39,54;39,54;39,54;37,38;37,38;37,38;37,38;37,38;;32,02
03.03.2013;14-15;38,09;37,00;37,00;37,00;37,00;37,00;37,00;37,00;39,59;39,59;39,59;37,14;37,14;37,14;37,00;37,00;;32,02
03.03.2013;15-16;38,98;38,22;38,22;38,22;38,22;38,22;38,22;38,22;39,88;39,88;39,88;38,22;38,22;38,22;38,22;38,22;;32,10
03.03.2013;16-17;40,43;40,24;40,24;40,24;40,24;40,24;41,23;41,23;40,35;40,35;40,35;40,24;40,24;40,24;40,24;40,24;;40,02
03.03.2013;17-18;41,90;41,79;41,79;41,79;41,79;41,79;42,56;42,56;41,79;41,79;41,79;41,79;41,79;41,79;41,79;41,79;;40,05
03.03.2013;18-19;42,88;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;42,89;;40,09
03.03.2013;19-20;42,97;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;42,99;;45,90
03.03.2013;20-21;42,36;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;42,38;;43,91
03.03.2013;21-22;41,82;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;41,84;;37,96
03.03.2013;22-23;41,10;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;41,13;38,90;38,90;;37,94
03.03.2013;23-00;40,37;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;40,39;35,73;35,73;;38,42
04.03.2013;00-01;40,23;40,07;40,07;40,07;40,07;40,07;40,07;40,07;40,29;40,29;40,29;40,07;40,07;40,07;39,55;39,55;;39,23
04.03.2013;01-02;39,07;38,95;38,95;38,95;38,95;38,95;38,01;38,01;39,46;39,46;39,46;38,95;38,95;38,95;38,95;38,95;;39,73
04.03.2013;02-03;38,83;38,81;38,81;38,81;38,81;38,81;37,88;37,88;39,38;39,38;39,38;38,81;38,81;38,81;32,39;32,39;;39,48
04.03.2013;03-04;39,20;39,46;39,46;39,46;39,46;39,46;37,39;37,39;39,46;39,46;39,46;39,46;39,46;39,46;32,22;32,22;;39,87
04.03.2013;04-05;39,42;39,73;39,73;39,73;39,73;39,73;38,47;38,47;39,73;39,73;39,73;39,73;39,73;39,73;37,58;37,58;;39,05
04.03.2013;05-06;41,24;40,85;40,85;40,85;40,85;199,95;40,43;40,85;40,85;40,85;40,85;40,85;40,85;40,85;44,09;44,09;;43,55
04.03.2013;06-07;43,81;43,23;43,23;43,23;43,23;57,15;47,90;47,90;43,23;43,23;43,23;43,23;43,23;43,23;50,05;50,05;;45,78
04.03.2013;07-08;49,58;46,63;46,63;46,63;46,63;50,07;73,53;73,53;46,63;46,63;46,63;46,63;46,63;46,63;50,07;50,07;;50,05
04.03.2013;08-09;53,97;48,62;48,62;48,62;48,62;54,91;60,63;60,63;48,62;48,62;48,62;48,62;48,62;48,62;54,91;54,91;;52,03
04.03.2013;09-10;50,04;47,34;47,34;47,34;47,34;50,45;55,53;55,53;47,34;47,34;47,34;47,34;47,34;47,34;50,45;50,45;;50,08
04.03.2013;10-11;46,80;45,08;45,08;45,08;45,08;50,01;48,07;48,07;45,08;45,08;45,08;45,08;45,08;45,08;50,01;50,01;;47,44
04.03.2013;11-12;42,63;42,60;42,60;42,60;42,60;43,81;42,60;42,60;42,60;42,60;42,60;42,60;42,60;42,60;43,81;46,02;;47,20
04.03.2013;12-13;40,97;41,00;41,00;41,00;41,00;41,00;40,02;41,00;41,00;41,00;41,00;41,00;41,00;41,00;41,00;46,03;;46,89
04.03.2013;13-14;40,45;40,46;40,46;40,46;40,46;40,46;40,14;40,46;40,46;40,46;40,46;40,46;40,46;40,46;40,46;46,02;;46,37
04.03.2013;14-15;40,82;40,84;40,84;40,84;40,84;40,84;39,86;40,84;40,84;40,84;40,84;40,84;40,84;40,84;40,84;46,01;;46,06
04.03.2013;15-16;41,89;41,88;41,88;41,88;41,88;41,88;42,86;41,88;41,88;41,88;41,88;41,88;41,88;41,88;41,88;44,60;;45,99
04.03.2013;16-17;42,62;42,47;42,47;42,47;42,47;42,47;47,10;47,10;42,47;42,47;42,47;42,47;42,47;42,47;42,47;44,58;;46,00
04.03.2013;17-18;43,88;42,94;42,94;42,94;42,94;46,08;54,90;54,90;42,94;42,94;42,94;42,94;42,94;42,94;46,08;46,08;;46,36
04.03.2013;18-19;44,66;43,44;43,44;43,44;43,44;43,44;55,52;55,52;43,44;43,44;43,44;43,44;43,44;43,44;43,44;44,55;;46,18
04.03.2013;19-20;43,63;42,93;42,93;42,93;42,93;42,93;48,10;55,46;42,93;42,93;42,93;42,93;42,93;42,93;42,93;44,59;;45,99
04.03.2013;20-21;42,55;42,37;42,37;42,37;42,37;42,37;48,01;48,01;42,37;42,37;42,37;42,37;42,37;42,37;42,37;44,56;;43,99
04.03.2013;21-22;41,81;41,73;41,73;41,73;41,73;41,73;45,99;45,99;41,73;41,73;41,73;41,73;41,73;41,73;38,12;38,12;;41,05
04.03.2013;22-23;38,85;38,04;38,04;38,04;38,04;38,04;38,04;38,04;40,46;40,46;40,46;38,04;38,04;38,04;31,30;31,30;;39,30
04.03.2013;23-00;37,67;36,76;36,76;36,76;36,76;36,76;34,10;36,76;39,67;39,67;39,67;36,76;36,76;36,76;31,49;31,49;;39,26
05.03.2013;00-01;38,10;37,41;37,41;37,41;37,41;37,41;33,10;33,10;39,90;39,90;39,90;37,41;37,41;37,41;32,69;32,69;;37,95
05.03.2013;01-02;37,58;36,56;36,56;36,56;36,56;36,56;32,81;32,81;39,42;39,42;39,42;36,56;36,56;36,56;32,44;32,44;;37,96
05.03.2013;02-03;37,66;37,06;37,06;37,06;37,06;37,06;31,99;31,99;39,28;39,28;39,28;37,06;37,06;37,06;32,15;32,15;;37,96
05.03.2013;03-04;38,16;38,03;38,03;38,03;38,03;38,03;33,04;33,04;39,27;39,27;39,27;38,03;38,03;38,03;32,46;32,46;;37,96
05.03.2013;04-05;38,35;38,57;38,57;38,57;38,57;38,57;34,89;34,89;39,44;39,44;39,44;38,57;38,57;38,57;38,57;38,57;;37,97
05.03.2013;05-06;39,98;40,16;40,16;40,16;40,16;40,16;34,43;40,16;40,16;40,16;40,16;40,16;40,16;40,16;40,16;40,16;;42,16
05.03.2013;06-07;41,35;41,34;41,34;41,34;41,34;41,61;40,37;41,34;41,34;41,34;41,34;41,34;41,34;41,34;41,61;44,59;;44,99
05.03.2013;07-08;43,58;43,47;43,47;43,47;43,47;43,47;53,85;52,88;43,47;43,47;43,47;43,47;43,47;43,47;43,47;46,02;;47,44
05.03.2013;08-09;43,92;43,87;43,87;43,87;43,87;43,87;50,37;50,37;43,87;43,87;43,87;43,87;43,87;43,87;43,87;46,03;;48,70
05.03.2013;09-10;42,57;42,56;42,56;42,56;42,56;42,56;40,49;42,56;42,56;42,56;42,56;42,56;42,56;42,56;42,56;46,04;;48,78
05.03.2013;10-11;41,22;41,43;41,43;41,43;41,43;41,61;37,00;41,43;41,43;41,43;41,43;41,43;41,43;41,43;41,61;46,02;;48,71
05.03.2013;11-12;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;46,02;;47,24
05.03.2013;12-13;40,91;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;40,93;46,03;;46,95
05.03.2013;13-14;40,60;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;40,62;46,03;;47,11
05.03.2013;14-15;40,51;40,53;40,53;40,53;40,53;40,53;34,17;40,53;40,53;40,53;40,53;40,53;40,53;40,53;40,53;46,02;;47,07
05.03.2013;15-16;40,80;40,81;40,81;40,81;40,81;40,81;40,55;40,81;40,81;40,81;40,81;40,81;40,81;40,81;40,81;45,94;;46,95
05.03.2013;16-17;42,42;42,18;42,18;42,18;42,18;42,18;45,68;45,68;42,18;42,18;42,18;42,18;42,18;42,18;42,18;44,57;;47,20
05.03.2013;17-18;43,78;43,51;43,51;43,51;43,51;43,51;49,95;52,44;43,51;43,51;43,51;43,51;43,51;43,51;43,51;44,59;;46,93
05.03.2013;18-19;43,91;43,61;43,61;43,61;43,61;43,61;49,96;70,73;43,61;43,61;43,61;43,61;43,61;43,61;43,61;43,61;;46,22
05.03.2013;19-20;43,29;43,18;43,18;43,18;43,18;43,18;43,18;72,64;43,18;43,18;43,18;43,18;43,18;43,18;43,18;44,44;;46,51
05.03.2013;20-21;42,64;42,56;42,56;42,56;42,56;42,56;46,05;48,02;42,56;42,56;42,56;42,56;42,56;42,56;42,56;42,56;;44,19
05.03.2013;21-22;41,70;41,67;41,67;41,67;41,67;41,67;42,69;42,69;41,67;41,67;41,67;41,67;41,67;41,67;41,67;41,67;;38,99
05.03.2013;22-23;39,99;38,98;38,98;38,98;38,98;38,98;38,98;38,98;40,47;40,47;40,47;38,98;38,98;38,98;37,71;37,71;;38,25
05.03.2013;23-00;38,16;37,48;37,48;37,48;37,48;37,48;34,47;34,47;40,01;40,01;40,01;37,48;37,48;37,48;31,47;31,47;;37,96
06.03.2013;00-01;38,32;37,21;37,21;37,21;37,21;37,21;36,70;36,70;40,22;40,22;40,22;37,21;37,21;37,21;31,13;31,13;;37,91
06.03.2013;01-02;37,93;36,51;36,51;36,51;36,51;36,51;36,51;36,51;40,02;40,02;40,02;36,51;36,51;36,51;31,05;31,05;;37,93
06.03.2013;02-03;37,72;36,92;36,92;36,92;36,92;36,92;36,65;36,65;39,05;39,05;39,05;36,92;36,92;36,92;30,93;30,93;;37,93
06.03.2013;03-04;38,06;38,25;38,25;38,25;38,25;38,25;35,05;35,05;38,25;38,25;38,25;38,25;38,25;38,25;31,06;31,06;;37,94
06.03.2013;04-05;38,68;38,89;38,89;38,89;38,89;38,89;35,03;35,03;38,89;38,89;38,89;38,89;38,89;38,89;32,75;32,75;;37,94
06.03.2013;05-06;40,77;40,84;40,84;40,84;40,84;40,84;39,06;40,84;40,84;40,84;40,84;40,84;40,84;40,84;40,84;40,84;;41,97
06.03.2013;06-07;43,35;42,92;42,92;42,92;42,92;42,92;50,02;48,24;42,92;42,92;42,92;42,92;42,92;42,92;42,92;45,02;;43,98
06.03.2013;07-08;44,99;44,26;44,26;44,26;44,26;44,26;49,56;49,56;44,26;44,26;44,26;44,26;44,26;44,26;44,26;45,06;;45,99
06.03.2013;08-09;45,42;44,57;44,57;44,57;44,57;44,57;51,79;51,79;44,57;44,57;44,57;44,57;44,57;44,57;44,57;45,09;;46,00
