# Averaged per day, units: EUR/MWh
%	 2473
%	 16
% Key	Time	SYS	SE1	SE2	SE3	SE4	FI	Oslo	Krsand	Bergen	Molde	Trheim	Tromse	EE	LT	
18	2013-01-18	47.7795833333333	47.91375	47.91375	47.91375	47.91375	48.03	47.9283333333333	46.2675	47.9283333333333	47.91375	47.91375	47.4041666666667	46.14	51.5725
19	2013-01-19	40.1591666666667	40.0145833333333	40.0145833333333	40.0145833333333	40.0145833333333	40.1625	40.5291666666667	40.4175	40.5291666666667	40.0145833333333	40.0145833333333	39.56875	40.1625	49.6970833333333
20	2013-01-20	38.4141666666667	38.3333333333333	38.3333333333333	38.3333333333333	38.3333333333333	38.34	38.8179166666667	38.6783333333333	38.8179166666667	38.3333333333333	38.3333333333333	38.3333333333333	39.7654166666667	43.58
21	2013-01-21	41.2258333333333	41.4583333333333	41.4583333333333	41.4583333333333	41.4583333333333	41.4583333333333	41.88	40.1970833333333	41.88	41.4583333333333	41.4583333333333	41.32875	41.07125	47.0358333333333
22	2013-01-22	46.9475	46.5225	46.5225	48.7283333333333	48.7283333333333	46.42125	48.9358333333333	48.6195833333333	48.9358333333333	46.5225	46.5225	46.5225	45.3829166666667	44.6941666666667
23	2013-01-23	54.24	53.7358333333333	53.7358333333333	57.3983333333333	57.3983333333333	53.6358333333333	57.2808333333333	52.8654166666667	57.2808333333333	53.7358333333333	53.7358333333333	53.6283333333333	53.2125	61.7879166666667
24	2013-01-24	55.9041666666667	55.165	55.165	58.4604166666667	58.4604166666667	54.8320833333333	58.1929166666667	57.8483333333333	58.1929166666667	55.165	55.165	54.8958333333333	53.9583333333333	57.6625
25	2013-01-25	50.8666666666667	50.9379166666667	50.9379166666667	50.9379166666667	50.9379166666667	50.9379166666667	50.7720833333333	50.0916666666667	50.7720833333333	50.9379166666667	50.9379166666667	50.7333333333333	50.3383333333333	53.9916666666667
26	2013-01-26	37.5020833333333	37.5320833333333	37.5320833333333	37.5320833333333	37.5320833333333	37.5320833333333	37.57625	37.57625	37.57625	37.5320833333333	37.5320833333333	37.5320833333333	37.2970833333333	41.3604166666667
27	2013-01-27	36.0266666666667	36.0558333333333	36.0558333333333	36.0558333333333	36.0558333333333	36.0558333333333	36.4	36.4	36.4	36.0558333333333	36.0558333333333	36.0558333333333	36.4654166666667	38.8241666666667
28	2013-01-28	37.74875	37.5775	37.5775	37.5775	37.5775	39.1883333333333	37.91375	37.91375	37.91375	37.5775	37.5775	37.5775	38.1541666666667	39.6825
29	2013-01-29	37.0358333333333	36.8641666666667	36.8641666666667	36.8641666666667	36.8641666666667	37.5254166666667	37.3866666666667	37.3866666666667	37.3866666666667	37.0270833333333	37.0270833333333	37.0270833333333	37.4141666666667	44.5604166666667
30	2013-01-30	35.5775	35.3333333333333	35.3333333333333	35.3333333333333	35.3333333333333	35.7729166666667	35.9920833333333	35.9920833333333	35.9920833333333	35.5283333333333	35.5283333333333	35.5283333333333	35.6758333333333	43.6583333333333
31	2013-01-31	35.9533333333333	35.34625	35.34625	35.34625	35.34625	35.5208333333333	36.26125	36.26125	36.26125	35.7425	35.7425	35.7425	35.4979166666667	40.0420833333333
32	2013-02-01	38.5508333333333	38.48125	38.48125	38.48125	38.48125	38.48125	38.7545833333333	38.7545833333333	38.7545833333333	38.48125	38.48125	38.48125	37.2666666666667	44.5825
33	2013-02-02	36.4991666666667	36.3295833333333	36.3295833333333	36.3295833333333	36.3295833333333	36.3295833333333	36.77	36.77	36.77	36.3295833333333	36.3295833333333	36.3295833333333	36.2970833333333	53.1091666666667
34	2013-02-03	35.9341666666667	35.815	35.815	35.815	35.815	35.815	36.2920833333333	36.2920833333333	36.2920833333333	35.815	35.815	35.815	37.9975	44.3758333333333
35	2013-02-04	36.7925	36.6208333333333	36.6208333333333	36.6208333333333	36.6208333333333	36.6208333333333	37.1833333333333	37.17625	37.1833333333333	36.80375	36.80375	36.80375	36.4641666666667	50.6
36	2013-02-05	37.065	36.5770833333333	36.5770833333333	36.5770833333333	36.5770833333333	36.5770833333333	37.5791666666667	37.5654166666667	37.5791666666667	37.0558333333333	37.0558333333333	37.0558333333333	36.5608333333333	39.0845833333333
37	2013-02-06	39.4025	39.2441666666667	39.2441666666667	39.2441666666667	39.3316666666667	39.2441666666667	39.7229166666667	39.7229166666667	39.7229166666667	39.2441666666667	39.2441666666667	39.2441666666667	39.1	44.075
38	2013-02-07	41.0641666666667	40.8679166666667	40.8679166666667	40.8679166666667	40.915	40.8679166666667	41.1583333333333	41.1583333333333	41.1583333333333	40.88875	40.88875	40.88875	40.28	45.4529166666667
39	2013-02-08	39.79625	39.7308333333333	39.7308333333333	39.7308333333333	39.7308333333333	39.7308333333333	39.8825	39.8825	39.8825	39.7308333333333	39.7308333333333	39.7308333333333	38.4208333333333	44.3958333333333
40	2013-02-09	38.6991666666667	38.39	38.39	38.39	38.4954166666667	38.39	38.9845833333333	38.9845833333333	38.9845833333333	38.39	38.39	38.39	38.39	43.2216666666667
41	2013-02-10	37.795	37.5575	37.5575	37.5575	37.5575	37.5575	37.97875	37.97875	37.97875	37.5575	37.5575	37.5575	37.5641666666667	40.1508333333333
42	2013-02-11	41.9866666666667	41.955	41.955	41.955	41.955	41.955	42.0366666666667	42.0366666666667	42.0366666666667	41.955	41.955	41.955	40.3516666666667	44.3304166666667
43	2013-02-12	43.0958333333333	43.09125	43.09125	43.09125	43.09125	43.09125	43.1254166666667	43.1254166666667	43.1254166666667	43.09125	43.09125	43.09125	43.09125	43.9883333333333
44	2013-02-13	45.17125	44.5366666666667	44.5366666666667	44.5366666666667	44.5366666666667	44.5366666666667	44.6416666666667	44.6416666666667	44.6416666666667	44.5366666666667	44.5366666666667	44.5366666666667	44.5266666666667	45.0641666666667
45	2013-02-14	39.96125	39.9291666666667	39.9291666666667	39.9291666666667	39.9291666666667	39.9291666666667	40.0245833333333	40.0245833333333	40.0245833333333	39.9291666666667	39.9291666666667	39.9291666666667	43.2908333333333	45.3045833333333
46	2013-02-15	40.2308333333333	40.1354166666667	40.1354166666667	40.1354166666667	40.28625	40.1354166666667	40.3404166666667	40.3404166666667	40.3404166666667	40.1354166666667	40.1354166666667	40.1354166666667	40.2658333333333	43.5575
47	2013-02-16	38.5183333333333	38.335	38.335	38.335	38.335	38.335	38.69375	38.69375	38.69375	38.335	38.335	38.335	41.0416666666667	43.9816666666667
48	2013-02-17	37.7166666666667	37.6404166666667	37.6404166666667	37.6404166666667	37.6404166666667	37.6404166666667	37.87125	37.87125	37.87125	37.6404166666667	37.6404166666667	37.6404166666667	39.0404166666667	43.9733333333333
49	2013-02-18	39.4804166666667	39.4341666666667	39.4341666666667	39.4341666666667	39.4341666666667	39.4341666666667	39.5791666666667	39.5791666666667	39.5791666666667	39.4341666666667	39.4341666666667	39.4341666666667	39.6445833333333	41.8720833333333
